Country Code,Country Name,Year,"Adolescent fertility rate (births per 1,000 women ages 15-19)","Child employment in agriculture, male (% of male economically active children ages 7-14)","Child employment in manufacturing, female (% of female economically active children ages 7-14)","Child employment in manufacturing, male (% of male economically active children ages 7-14)","Child employment in services, female (% of female economically active children ages 7-14)","Child employment in services, male (% of male economically active children ages 7-14)","Children in employment, female (% of female children ages 7-14)","Children in employment, male (% of male children ages 7-14)","Children in employment, study and work, female (% of female children in employment, ages 7-14)","Children in employment, study and work, male (% of male children in employment, ages 7-14)","Children in employment, work only, female (% of female children in employment, ages 7-14)","Children in employment, work only, male (% of male children in employment, ages 7-14)","Contraceptive prevalence, any methods (% of women ages 15-49)","Contributing family workers, female (% of female employment) (modeled ILO estimate)","Contributing family workers, male (% of male employment) (modeled ILO estimate)","Employers, female (% of female employment) (modeled ILO estimate)","Employers, male (% of male employment) (modeled ILO estimate)","Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","Employment in industry, male (% of male employment) (modeled ILO estimate)","Employment in services, female (% of female employment) (modeled ILO estimate)","Employment in services, male (% of male employment) (modeled ILO estimate)","Employment to population ratio, 15+, female (%) (modeled ILO estimate)","Employment to population ratio, 15+, male (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",Female headed households (% of households with a female head),"Fertility rate, total (births per woman)","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Mortality rate, adult, female (per 1,000 female adults)","Mortality rate, adult, male (per 1,000 male adults)","Part time employment, female (% of total female employment)","Part time employment, male (% of total male employment)","Self-employed, female (% of female employment) (modeled ILO estimate)","Self-employed, male (% of male employment) (modeled ILO estimate)","Survival to age 65, female (% of cohort)","Survival to age 65, male (% of cohort)",Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),"Unemployment, female (% of female labor force) (modeled ILO estimate)","Unemployment, male (% of male labor force) (modeled ILO estimate)","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)","Vulnerable employment, female (% of female employment) (modeled ILO estimate)","Vulnerable employment, male (% of male employment) (modeled ILO estimate)","Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",Wanted fertility rate (births per woman)
GNB,Guinea-Bissau,2007,121.637,0,0,0,0,0,0,0,0,0,0,0,0,2.434999943,2.480000019,0.707000017,2.188999891,90.38400269,79.29100037,8.699999809,5.105000019,12.00800037,59.97399902,74.06300354,44.70999908,49.12400055,0,5.241,64.48200226,78.70300293,55.195,52.76,273.923,318.634,0,0,74.45999908,59.48699951,53.60211,47.60841,0,6.991000175,5.894999981,12.0539999,10.87199974,73.75300074,57.29800081,25.54000092,40.51300049,0
KEN,Kenya,2000,107.1176,0,0,0,0,0,35.2,40.1,85.1,86.6,14.9,13.4,0,55.02399826,28.28800011,8.322999954,7.633999825,55.79000092,37.57099915,18.82600021,35.68600082,43.60400009,59.38899994,67.99900055,37.02500153,41.10900116,0,5.178,68.49900055,73.13500214,53.802,49.778,440.704,520.021,0,0,81.29699707,53.62400055,44.27924,36.10169,0,13.30000019,7.021999836,24.9260006,15.32699966,72.97399902,45.98999977,18.70299912,46.37599945,0
LSO,Lesotho,1966,82.2752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.801,0,0,49.995,46.633,358.795,424.262,0,0,0,0,43.3356,36.26599,0,0,0,0,0,0,0,0,0,0
NAM,Namibia,1978,137.3112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.581,0,0,59.345,54.132,260.979,345.672,0,0,0,0,57.58554,47.17011,0,0,0,0,0,0,0,0,0,0
NER,Niger,1992,222.766,0,0,0,0,0,0,0,0,0,0,0,4.4,42.01300049,32.72999954,0.646000028,1.335999966,74,78.06199646,4.06400013,16.50799942,17.87400055,63.02399826,87.67299652,49.69599915,74.73699951,9.6,7.752,68.02799988,90.48799896,45.394,43.997,282.732,317.088,0,0,92.11799622,89.50800324,43.43871,40.01547,36.2,7.356999874,3.111000061,11.72799969,7.565999985,91.47200012,88.17100143,7.881999969,10.49199963,6.8
NER,Niger,1978,223.6654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.775,0,0,38.601,37.4,404.487,447.984,0,0,0,0,31.71801,28.49937,0,0,0,0,0,0,0,0,0,0
NGA,Nigeria,1965,162.8046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.335,0,0,40.483,37.72,431.162,491.354,0,0,0,0,32.03606,26.66732,0,0,0,0,0,0,0,0,0,0
UGA,Uganda,1973,181.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.103,0,0,50.744,47.768,329.971,384.505,0,0,0,0,45.79593,40.04287,0,0,0,0,0,0,0,0,0,0
ZWE,Zimbabwe,1976,172.1664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.369,0,0,58.931,55.491,251.441,306.316,0,0,0,0,58.04013,51.42098,0,0,0,0,0,0,0,0,0,0
ZMB,Zambia,1987,161.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.624,0,0,49.54,44.889,420.139,532.258,0,0,0,0,40.49841,30.73719,0,0,0,0,0,0,0,0,0,0
AGO,Angola,1964,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.611,0,0,36.173,33.136,481.521,545.395,0,0,0,0,26.40634,21.29737,0,0,0,0,0,0,0,0,0,0
AGO,Angola,1977,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.594,0,0,41.412,38.211,423.051,485.763,0,0,0,0,33.18705,27.51725,0,0,0,0,0,0,0,0,0,0
BDI,Burundi,2001,38.482,0,0,0,0,0,0,0,0,0,0,0,0,10.00300026,3.657999992,0.398999989,1.074000001,96.74900055,86.96900177,3.947999954,2.542000055,9.083000183,82.85099793,80.43299866,69.11599731,62.14799881,0,6.948,83.83499908,82.3030014,53.461,50.079,329.06,382.164,0,0,97.68699646,90.24500275,48.92751,42.55929,0,1.174000025,2.272000074,1.850999951,4.156000137,97.28800392,89.17100048,2.312999964,9.755000114,0
BFA,Burkina Faso,1987,150.177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.092,0,0,50.616,48.383,288.484,344.584,0,0,0,0,47.93535,42.19606,0,0,0,0,0,0,0,0,0,0
COD,"Congo, Dem. Rep.",1986,133.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.679,0,0,49.365,46.512,342.346,396.386,0,0,0,0,43.99524,38.46942,0,0,0,0,0,0,0,0,0,0
COD,"Congo, Dem. Rep.",1994,125.9054,0,0,0,0,0,0,0,0,0,0,0,0,21.36599922,9.781999588,2.671999931,5.184999943,91.4489975,82.3259964,8.854000092,2.96600008,8.819000244,68.56099701,70.58799744,46.55799866,37.78300095,0,6.777,71.59100342,72.78900147,50.646,47.769,330.26,384.1,0,0,64.77999878,62.63899994,45.81,40.19655,0,4.231999874,3.023999929,7.638999939,6.581999779,62.1079998,57.45300102,35.22000122,37.36100006,0
GMB,"Gambia, The",2009,100.5,0,0,0,0,0,0,0,0,0,0,0,0,10.72999954,10.81400013,1.067999959,1.524999976,40.625,26.82500076,23.45400047,55.34600067,49.72000122,43.55400085,64.07499695,30.96500015,42.10699844,0,5.735,49.93700028,68.77400208,60.645,58.104,250.568,304.327,0,0,86.90899658,69.59700012,60.14394,53.50124,0,12.78199959,6.831999779,17.39800072,9.19299984,85.8409996,68.07199955,13.0909996,30.40299988,0
GNQ,Equatorial Guinea,1972,178.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.805,0,0,41.847,38.792,417.837,478.685,0,0,0,0,33.82765,28.31274,0,0,0,0,0,0,0,0,0,0
MLI,Mali,1965,197.5166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.05,0,0,30.429,28.619,523.44,594.02,0,0,0,0,20.4769,16.43827,0,0,0,0,0,0,0,0,0,0
MOZ,Mozambique,2003,184.6366,0,0,0,0,0,0,0,0,0,0,0,25.5,56.79399872,12.73499966,1.105999947,6.254000187,90.0490036,69.6210022,6.839000225,9.609000206,23.54000092,66.90399933,67.55500031,46.77999878,37.31399918,26.4,5.781,87.7440033,83.32700348,51.641,48.298,409.114,464.228,0,0,96.95600128,84.32700348,43.53539,37.28615,41,23.75099945,18.92700005,37.77099991,39.29499817,95.84999847,78.07299709,3.04399991,15.67300034,4.9
MOZ,Mozambique,1992,188.331,0,0,0,0,0,0,0,0,0,0,0,0,51.61500168,12.22999954,1.445000052,6.71999979,93.26599884,76.40299988,6.104000092,6.361000061,17.49200058,65.58899689,64.66699982,51.48600006,42.17599869,0,6.119,86.89700317,81.30500031,45.374,42.029,392.328,461.951,0,0,98.08100128,88.51899719,38.18799,31.81473,0,24.52099991,20.4640007,37.45000076,39.34600067,96.63500214,81.79899979,1.91900003,11.48099995,0
MOZ,Mozambique,1994,188.6042,0,0,0,0,0,0,0,0,0,0,0,0,48.88600159,11.2510004,0.913999975,5.041999817,92.95600128,75.27200317,6.012000084,6.696000099,18.7159996,65.53500366,64.68699646,50.58300018,41.0019989,0,6.015,86.8030014,80.70700073,46.541,43.084,390.974,460.169,0,0,97.78399658,88.33499908,39.56406,33.0113,0,24.50200081,19.85000038,37.7859993,39.33100128,96.87000275,83.29300022,2.21600008,11.66499996,0
MUS,Mauritius,2010,30.9766,0,0,0,0,0,0,0,0,0,0,0,0,5.102000237,0.906000018,1.794999957,5.301000118,7.397999763,9.052000046,32.79199982,71.01699829,58.15499878,37.32899857,70.66000366,24.53800011,36.79700089,0,1.57,42.83800125,74.06800079,76.65,69.46,99.578,203.255,28.64999962,16.37999916,16.51499939,22.09199905,83.4676,69.7828,0,12.86200047,4.600999832,28.44899941,19.13800049,14.71899986,16.78999984,83.48500061,77.90799713,0
RWA,Rwanda,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,11.58699989,5.501999855,0.337000012,0.671000004,76.66000366,55.64300156,14.01299954,20.63899994,30.34300041,84.84300232,85.23899841,74.4449997,73.90299988,0,0,86.03500366,86.27799988,0,0,0,0,54.97000122,44.68000031,87.85800171,72.69599915,0,0,0,1.38499999,1.203999996,2.644000053,1.529000044,87.520998,72.02500248,12.1420002,27.30400085,0
SOM,Somalia,2005,127.2096,0,0,0,0,0,0,0,0,0,0,0,0,0.698000014,1.588999987,0.463,1.764000058,92.36599731,85.40100098,7.673999786,2.674000025,6.925000191,16.30900002,71.63700104,10.93599987,45.84000015,0,7.305,17.47200012,75.97899628,53.957,50.829,312.28,368.992,0,0,88.1780014,71.91999817,50.00468,43.77354,0,6.657000065,5.714000225,11.97700024,10.87300015,87.71499831,70.15700078,11.82199955,28.07999992,0
SSA,Sub-Saharan Africa (excluding high income),1989,140.793791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.39205203,0,0,51.67228859,48.14795194,328.653101,397.9601062,0,0,0,0,47.06716364,39.73595871,0,0,0,0,0,0,0,0,0,0
SYC,Seychelles,1990,67.8894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.1,62.4,115.819,275.395,0,0,0,0,81.88727,60.97055,0,0,0,0,0,0,0,0,0,0
TGO,Togo,1977,144.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.284,0,0,52.367,49.01,285.718,351.882,0,0,0,0,50.12007,42.68817,0,0,0,0,0,0,0,0,0,0
TZA,Tanzania,1973,155.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.758,0,0,49.684,46.313,338.553,397.59,0,0,0,0,44.56437,38.31976,0,0,0,0,0,0,0,0,0,0
UGA,Uganda,1986,184.7136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.103,0,0,49.945,45.448,369.789,482.526,0,0,0,0,43.23935,33.50963,0,0,0,0,0,0,0,0,0,0
UGA,Uganda,1994,197.183,0,0,0,0,0,0,0,0,0,0,0,0,12.51099968,10.42199993,0.059,0.240999997,81.73000336,68.18099976,9.013999939,13.5170002,22.80500031,61.91699982,76.18199921,52.06900024,56.35100174,0,7.039,63.02199936,77.07800293,47.274,41.44,488.372,636.88,0,0,96.04499817,85.87799835,35.93127,23.80126,0,1.753000021,1.162999988,2.430999994,1.932999969,95.98599815,85.63699627,3.954999924,14.12199974,0
AGO,Angola,1987,220.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.349,0,0,43.41,39.391,402.455,473.083,0,0,0,0,35.763,28.94156,0,0,0,0,0,0,0,0,0,0
BDI,Burundi,1980,48.9352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.418,0,0,48.992,45.615,345.654,404.999,0,0,0,0,43.50607,37.27424,0,0,0,0,0,0,0,0,0,0
BWA,Botswana,1998,69.4174,0,0,0,0,0,0,0,0,0,0,0,0,9.772000313,14.36299992,10.08399963,7.295000076,12.73600006,26.09399986,26.58499908,71.39800263,47.3199997,37.63999939,59.25899887,23.65299988,34.43399811,0,3.606,49.37799835,72.95999908,53.224,48.418,475.186,594.964,0,0,41.05400085,43.75999832,42.14179,30.02692,0,23.77099991,18.77899933,35.67900085,26.29899979,30.97000027,36.46600056,58.94599915,56.24000168,0
COM,Comoros,1982,125.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.056,0,0,53.557,50.328,320.162,379.06,0,0,0,0,48.96227,41.98274,0,0,0,0,0,0,0,0,0,0
COM,Comoros,1994,104.497,0,0,0,0,0,0,0,0,0,0,0,0,17.07399941,10.66800022,4.948999882,5.481999874,64.54499817,51.88800049,16.60700035,21.99500084,31.50499916,30.05900002,51.74100113,16.68199921,19.86700058,0,5.941,31.62000084,54.24200058,59.975,56.866,256.799,309.396,0,0,87.09500122,64.7519989,58.21124,51.26838,0,4.938000202,4.611000061,8.498000145,11.28299999,82.14699745,59.27000141,12.90499973,35.2480011,0
GMB,"Gambia, The",1996,137.7336,0,0,0,0,0,0,0,0,0,0,0,0,26.5340004,18.29999924,1.583999991,1.94599998,43.8390007,27.41300011,23.95000076,52.17499924,48.63600159,39.8370018,64.8809967,30.26099968,40.5359993,0,6.021,45.72900009,69.60800171,55.575,53.122,282.677,337.807,0,0,84.46600342,70.65299988,53.40871,47.11432,0,12.88500023,6.791999817,17.26499939,9.196000099,82.88199997,68.70599747,15.5340004,29.34700012,0
GNB,Guinea-Bissau,2002,127.345,0,0,0,0,0,0,0,0,0,0,0,0,3.312999964,3.058000088,0.950999975,2.605000019,90.51899719,79.70400238,8.984000206,4.659999847,11.31200028,59.84999847,75.38600159,46.8199997,52.53699875,0,5.641,64.38300324,80.21499634,53.4,51.842,297.582,310.457,0,0,74.16000366,59.93500137,50.13112,47.35276,0,7.039999962,6.019999981,11.93099976,10.87300015,73.20799661,57.329,25.84000015,40.06499863,0
GNQ,Equatorial Guinea,1971,178.5718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.808,0,0,41.58,38.522,421.168,482.234,0,0,0,0,33.42155,27.91913,0,0,0,0,0,0,0,0,0,0
GNQ,Equatorial Guinea,2001,180.9126,0,0,0,0,0,0,0,0,0,0,0,0,15.67199993,8.008999825,0.163000003,1.167999983,73.58599854,60.98799896,13.94299984,21.67499924,25.0699997,48.60100174,59.7159996,25.50799942,32.32099915,0,5.785,52.06399918,62.9980011,54.51,51.78,309.678,354.758,0,0,42.57099915,41.22999954,50.67877,45.45225,0,6.650000095,5.210999966,13.32499981,10.8579998,42.40799999,40.06200123,57.42900085,58.77000046,0
LSO,Lesotho,2001,90.4768,0,0,0,0,0,0,0,0,0,0,0,40.6,8.597000122,6.56099987,0.495000005,0.720000029,42.56499863,63.05899811,16.51499939,40.72200012,20.4279995,44.85599899,60.77799988,30.8560009,48.22600174,0,3.972,67.36000061,79.36799622,48.124,46.067,586.948,624.238,0,0,58.33300018,68.38200378,31.12457,26.58714,0,33.4090004,23.42200089,44.69300079,29.45999908,57.83800125,67.66200161,41.66699982,31.61800003,0
MLI,Mali,1979,192.0208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.151,0,0,39.813,38.027,390.739,444.564,0,0,0,0,33.51274,29.1524,0,0,0,0,0,0,0,0,0,0
SEN,Senegal,2010,87.5702,0,0,0,0,0,0,0,0,0,0,0,0,15.42700005,5.447000027,1.340000033,3.329999924,60.18199921,49.0359993,25.13299942,28.9279995,25.83099937,36.6609993,64.07800293,24.23399925,47.91199875,0,5.063,42.43700028,69.6230011,65.737,62.509,182,241.8,0,0,48.44100189,48.05400085,69.55078,61.50384,0,13.61100006,7.964000225,19.48399925,9.119000435,47.10099983,44.723001,51.55899811,51.94599915,0
SYC,Seychelles,1994,64.0218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.8,65.9,111.681,280.941,0,0,0,0,82.60379,60.15193,0,0,0,0,0,0,0,0,0,0
ZAF,South Africa,2016,44.424,0,0,0,0,0,0,0,0,0,0,0,54.6,0.737999976,0.312999994,2.65199995,7.760000229,3.895999908,6.881000042,32.0870018,84.17099762,61.03300095,33.93099976,46.8030014,9.545000076,14.93900013,0,2.458,47.78699875,62.0359993,66.376,59.231,273.751,396.333,16.37999916,8.350000381,12.36999989,17.28800011,63.42878,47.35035,0,28.99500084,24.55400085,59.33300018,48.61199951,9.717999518,9.528000146,87.62999725,82.71199799,0
BEN,Benin,2000,118.5246,0,0,0,0,0,0,0,0,0,0,0,0,25.96999931,12.00199986,0.532000005,2.023000002,39.81800079,55.48300171,15.14599991,50.36399841,29.36899948,63.64500046,80.20300293,57.22399902,62.02000046,0,5.962,63.92900085,81.12799835,57.001,53.701,257.273,314.525,0,0,96.26300049,88.33799744,55.82703,49.40917,0,0.442999989,1.139999986,0.612999976,1.292000055,95.73200035,86.3150034,3.736999989,11.6619997,0
BWA,Botswana,2011,40.781,0,0,0,0,0,0,0,0,0,0,0,0,5.556000233,4.960000038,1.968999982,4.941999912,22.73699951,31.8579998,20.86400032,72.5039978,47.27799988,45.12200165,61.56200028,21.40299988,32.20500183,0,2.876,57.42599869,71.95999908,64.013,58.322,271.148,401.638,0,0,18.07399941,20.82399941,63.41186,48.71746,0,21.4260006,14.45100021,42.68199921,29.05599976,16.10500002,15.88199997,81.9260025,79.1760025,0
CMR,Cameroon,2010,125.2854,0,0,0,0,0,0,0,0,0,0,0,0,2.325000048,1.174000025,3.26699996,4.40500021,68.24500275,61.98899841,11.125,24.60300064,26.88599968,67.12200165,78.58000183,49.07099915,58.18000031,0,5.111,70.58100128,81.35900116,56.571,54.287,345.146,379.897,33.77999878,26.04000092,85.14600372,68.71399689,50.99648,46.50073,0,4.901000023,3.414999962,7.558000088,5.242000103,81.8790009,64.30899835,14.85400009,31.2859993,0
COM,Comoros,1969,125.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06,0,0,46.776,43.637,390.901,455.534,0,0,0,0,39.13391,32.53431,0,0,0,0,0,0,0,0,0,0
ETH,Ethiopia,2015,67.2518,0,0,0,0,0,0,0,0,0,0,0,37.9,70.60099793,39.97700119,0.165000007,0.788999975,61.25099945,77.25800324,8.475999832,29.93499947,14.2670002,71.49299622,85.66300201,65.99299622,75.09300232,0,4.317,77.04299927,88.29599762,66.907,63.2,198.692,250.154,0,0,91.12599945,87.11299896,68.87692,61.91884,0,7.203000069,2.982000113,9.475999832,4.894000053,90.96199799,86.32400131,8.873999596,12.88700008,0
LBR,Liberia,2009,138.7682,0,0,0,0,0,0,0,0,0,0,0,0,18.38299942,12.28600025,1.774000049,2.292999983,52.07099915,49.9469986,14.65200043,43.08499908,35.40100098,51.71300125,56.73300171,30.18400002,31.69300079,30,5.105,53.45000076,59.42200089,59.849,58.097,252.873,291.454,0,0,91.65000153,72.56400299,59.30604,54.33093,37.6,3.250999928,4.526000023,3.828000069,4.050000191,89.87599564,70.27200031,8.350000381,27.43600082,0
MDG,Madagascar,1998,153.9898,0,0,0,0,0,0,0,0,0,0,0,0,51.12099838,29.27799988,2.02699995,2.65899992,79.80799866,76.85199738,6.809000015,14.95400047,16.3390007,79.01899719,84.16000366,66.93499756,68.17199707,0,5.748,84.13899994,89.10700226,58.262,55.838,272.887,308.552,0,0,88.66899872,82.04399872,55.81807,51.02483,0,6.085000038,5.552000046,9.881999969,9.597999573,86.64299774,79.38600159,11.33100033,17.95599937,0
MLI,Mali,2002,186.263,0,0,0,0,0,0,0,0,0,0,0,0,42.11299896,29.25499916,0.612999976,1.335999966,30.95100021,50.33800125,16.90999985,54.27399826,32.75099945,32.86199951,62.81600189,27.08799934,44.58800125,0,6.861,35.91400147,67.03700256,50.192,48.889,310,327.715,0,0,94.34600067,85.76399994,46.9178,44.48904,0,8.498000145,6.296999931,12.50599957,10.03100014,93.73299789,84.42899895,5.653999805,14.23600006,0
SDN,Sudan,1979,121.737,0,0,0,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.853,0,0,55.658,52.712,284.884,336.056,0,0,0,0,52.78544,47.01026,0,0,0,0,0,0,0,0,0,0
SDN,Sudan,2013,76.805,0,0,0,0,0,0,0,0,0,0,0,0,25.8579998,9.135000229,2.086999893,5.356999874,47.31900024,55.89300156,15.11400032,21.6760006,28.99699974,17.86700058,64.65799713,9.217000008,32.56499863,0,4.715,23.36400032,71.26499939,65.27,62.177,199.383,256.339,0,0,49.09799957,44.81600189,67.21825,60.53437,0,23.52799988,9.270999908,42.95100021,21.34300041,47.01099968,39.45899963,50.90200043,55.18399811,0
SSF,Sub-Saharan Africa,1965,152.4296192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.689816453,0,0,43.91395688,41.08360492,398.3852736,456.4350685,0,0,0,0,36.60653352,31.14121625,0,0,0,0,0,0,0,0,0,0
STP,Sao Tome and Principe,1995,120.7342,0,0,0,0,0,0,0,0,0,0,0,0,9.232000351,4.552000046,1.702000022,1.937999964,28.64299965,40.45700073,22.34399986,68.27100372,37.19800186,29.65200043,63.60800171,17.57600021,43.61700058,0,5.545,36.13000107,72.76499939,64.428,60.801,201.528,254.369,0,0,64.43800354,50.45299912,66.16548,59.31931,0,17.93099976,12.58500004,24.86599922,19.39800072,62.73600197,48.51600075,35.56200028,49.54700089,0
TCD,Chad,2005,201.5392,0,0,0,0,0,0,0,0,0,0,0,0,55.74300003,15.58600044,0.097999997,0.326999992,92.40100098,83.0739975,6.815000057,4.203000069,10.11100006,60.44900131,76.08799744,52.29399872,54.09000015,0,7.074,64.86799622,79.93599701,48.846,47.248,387.132,421.448,0,0,98.61000061,87.41799927,42.37033,38.5447,0,6.811999798,4.81400013,11.07900047,9.312000275,98.51100159,87.09199715,1.389999986,12.58199978,0
TGO,Togo,1967,145.732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.911,0,0,45.93,43.508,357.401,416.008,0,0,0,0,40.51519,34.81897,0,0,0,0,0,0,0,0,0,0
ZAF,South Africa,1970,70.528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67,0,0,58.556,53.389,282.191,373.714,0,0,0,0,54.79795,43.44359,0,0,0,0,0,0,0,0,0,0
AGO,Angola,1975,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.615,0,0,40.663,37.557,431.892,494.631,0,0,0,0,32.12337,26.55422,0,0,0,0,0,0,0,0,0,0
BDI,Burundi,1990,49.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.505,90.78399658,90.45400238,49.738,46.345,340.026,398.541,0,0,0,0,44.39059,38.17934,0,0,0,0,0,0,0,0,0,0
CMR,Cameroon,1989,185.9572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.509,0,0,53.992,51.008,319.68,372.445,0,0,0,0,49.20793,43.4911,0,0,0,0,0,0,0,0,0,0
COD,"Congo, Dem. Rep.",1990,129.3978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.746,71.94300079,71.46299744,50.464,47.592,332.729,386.576,0,0,0,0,45.43924,39.84674,0,0,0,0,0,0,0,0,0,0
GAB,Gabon,1975,205.9902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.412,0,0,52.417,49.231,310.884,366.539,0,0,0,0,48.77397,42.6895,0,0,0,0,0,0,0,0,0,0
GHA,Ghana,2009,72.9586,0,0,0,0,0,0,0,0,0,0,0,0,13.76799965,9.032999992,4.703999996,6.227000237,39.94400024,47.07799912,16.58300018,46.98400116,36.3390007,69.75099945,74.88500214,47.73500061,50.50899887,0,4.311,73.64700317,78.47499847,61.421,59.669,242.659,279.86,0,0,89.29599762,74.1760025,61.41409,56.43134,0,5.290999889,4.574999809,10.62800026,9.055000305,84.59199715,67.94900036,10.70400047,25.82399941,0
GHA,Ghana,2010,72.5644,0,0,0,0,0,0,0,0,0,0,0,0,15.18700028,9.348999977,4.376999855,5.979000092,38.10100174,45.85200119,17.07799912,48.50999832,37.0699997,69.58300018,74.76999664,47.11500168,50.31900024,0,4.273,73.79399872,78.65100098,61.808,60.023,240.439,277.907,0,0,88.21199799,73.3809967,61.88423,56.83992,0,5.705999851,4.934999943,11.52900028,9.765999794,83.8350029,67.40300083,11.78800011,26.61899948,0
GNB,Guinea-Bissau,2008,116.9292,0,0,0,0,0,0,0,0,0,0,0,0,1.92900002,2.308000088,0.661000013,2.165999889,90.55000305,79.4980011,8.743000031,5.006999969,11.75899983,60.0530014,73.84500122,44.35400009,48.50500107,0,5.174,64.54499817,78.45200348,55.686,52.954,270.179,316.606,0,0,77.21900177,60.28499985,54.21939,48.01817,0,6.959000111,5.872000217,12.05200005,10.87199974,76.55799782,58.11900091,22.78100014,39.71500015,0
KEN,Kenya,2009,93.056,0,0,0,0,0,33.92144738,34.94167101,68.22243474,66.84036336,31.77756526,33.15963665,45.5,58.08499908,29.51399994,8.30700016,8.147999763,48.8030014,31.79899979,20.61000061,41.8730011,47.5909996,51.4280014,64.43900299,24.18799973,34.58599854,33.9,4.48,61.2840004,70.54699707,63.495,59.857,269.863,336.098,0,0,79.25800324,52.61500168,62.08872,54.21324,17.7,16.08300018,8.657999992,32.88000107,20.1609993,70.95099926,44.46700001,20.74200058,47.38499832,3.4
